"racename","driver","qualrawdcoef","qualprednvalid"
"2018bahrain","kmagnussen",89.373,2.867
"2018bahrain","nhulkenberg",89.461,2.633
"2018bahrain","eocon",89.915,3
"2018bahrain","lhamilton",88.22,1
"2018china","svettel",91.095,1
"2018china","rgrosjean",92.668,2.378
"2018china","kmagnussen",92.884,2
"2018china","eocon",93.031,1.933
"2018china","falonso",93.041,2
"2018china","svandoorne",93.376,2
"2018china","bhartley",93.615,2
"2018china","ssirotkin",93.549,1
"2018china","pgasly",93.588,1
"2018china","lstroll",93.772,1
"2018china","cleclerc",93.941,1
"2018china","kraikkonen",91.182,1
"2018china","mericsson",94.401,1
"2018china","vbottas",91.625,1
"2018china","lhamilton",91.675,1
"2018china","mverstappen",91.796,1
"2018china","dricciardo",91.948,1
"2018china","nhulkenberg",92.589,2.489
"2018china","sperez",92.859,3
"2018china","csainz",92.848,2.6
"2018azerbaijan","svettel",101.498,1
"2018azerbaijan","lstroll",103.474,2
"2018azerbaijan","ssirotkin",103.575,2
"2018azerbaijan","falonso",103.516,2
"2018azerbaijan","cleclerc",103.415,2
"2018azerbaijan","nhulkenberg",102.947,2.111
"2018azerbaijan","kmagnussen",104.016,1.344
"2018azerbaijan","svandoorne",103.922,1
"2018azerbaijan","pgasly",103.929,1
"2018azerbaijan","mericsson",104.974,1
"2018azerbaijan","bhartley",NA,0
"2018azerbaijan","lhamilton",101.677,1
"2018azerbaijan","rgrosjean",NA,0
"2018azerbaijan","vbottas",101.837,1
"2018azerbaijan","dricciardo",101.911,1
"2018azerbaijan","mverstappen",101.994,1
"2018azerbaijan","kraikkonen",102.49,1
"2018azerbaijan","eocon",102.521,2.256
"2018azerbaijan","sperez",102.868,2.456
"2018azerbaijan","csainz",103.15,2.289
"2018spain","lhamilton",76.173,1
"2018spain","rgrosjean",77.704,2.156
"2018spain","svandoorne",78.339,2
"2018spain","pgasly",78.241,2
"2018spain","eocon",78.502,1.556
"2018spain","cleclerc",78.52,2
"2018spain","sperez",78.662,1.944
"2018spain","nhulkenberg",78.556,0.556
"2018spain","mericsson",79.126,1
"2018spain","lstroll",79.858,1
"2018spain","ssirotkin",79.328,1
"2018spain","vbottas",76.213,1
"2018spain","bhartley",NA,0
"2018spain","svettel",76.305,1
"2018spain","kraikkonen",76.612,1
"2018spain","mverstappen",76.816,1
"2018spain","dricciardo",76.839,1.033
"2018spain","kmagnussen",77.644,3
"2018spain","falonso",77.856,3
"2018spain","csainz",77.797,2.522
"2018spain","rkubica",NA,0
"2018monaco","dricciardo",70.81,1
"2018monaco","pgasly",72.223,3
"2018monaco","nhulkenberg",72.289,1.444
"2018monaco","svandoorne",72.048,2
"2018monaco","ssirotkin",72.21,2
"2018monaco","cleclerc",72.368,2
"2018monaco","bhartley",72.568,1
"2018monaco","mericsson",72.654,1
"2018monaco","lstroll",72.712,1
"2018monaco","rgrosjean",72.519,1.067
"2018monaco","kmagnussen",72.782,0.578
"2018monaco","svettel",71.039,1
"2018monaco","mverstappen",NA,0
"2018monaco","lhamilton",71.232,1
"2018monaco","kraikkonen",71.266,1
"2018monaco","vbottas",71.441,1
"2018monaco","eocon",72.115,2.589
"2018monaco","falonso",72.076,3
"2018monaco","csainz",72.147,2.389
"2018monaco","sperez",72.114,2.611
"2018canada","svettel",70.764,1
"2018canada","sperez",72.508,2.889
"2018canada","kmagnussen",72.54,1.589
"2018canada","bhartley",72.485,2
"2018canada","cleclerc",72.677,2
"2018canada","falonso",72.791,2
"2018canada","svandoorne",72.805,2
"2018canada","lstroll",73.336,1
"2018canada","ssirotkin",73.389,1
"2018canada","mericsson",74.339,1
"2018canada","pgasly",72.793,1
"2018canada","vbottas",70.857,1
"2018canada","rgrosjean",NA,0
"2018canada","mverstappen",70.937,1
"2018canada","lhamilton",70.996,1
"2018canada","kraikkonen",71.095,1
"2018canada","dricciardo",71.12,1.011
"2018canada","nhulkenberg",72.033,2.344
"2018canada","eocon",72.158,2.544
"2018canada","csainz",72.194,2.5
"2018canada","nlatifi",NA,0
"2018france","lhamilton",90.029,1
"2018france","rgrosjean",92.128,1.111
"2018france","eocon",92.851,1.822
"2018france","nhulkenberg",92.926,1.678
"2018france","sperez",93.009,2
"2018france","pgasly",92.89,2
"2018france","mericsson",93.248,2
"2018france","falonso",93.214,1
"2018france","svandoorne",93.4,1
"2018france","ssirotkin",93.874,1
"2018france","lstroll",93.967,1
"2018france","vbottas",90.147,1
"2018france","bhartley",93.263,1
"2018france","svettel",90.4,1
"2018france","mverstappen",90.705,1
"2018france","dricciardo",90.923,1.022
"2018france","kraikkonen",91.057,1
"2018france","csainz",92.469,3
"2018france","cleclerc",92.7,3
"2018france","kmagnussen",92.494,3
"2018austria","vbottas",63.13,1
"2018austria","nhulkenberg",64.8,2.922
"2018austria","eocon",64.911,1.944
"2018austria","pgasly",64.86,2
"2018austria","lstroll",65.192,2
"2018austria","svandoorne",65.126,1
"2018austria","sperez",65.134,1
"2018austria","ssirotkin",65.177,1
"2018austria","cleclerc",64.89,2
"2018austria","mericsson",65.334,1
"2018austria","bhartley",65.221,1
"2018austria","lhamilton",63.149,1
"2018austria","falonso",64.929,2
"2018austria","kraikkonen",63.66,1
"2018austria","mverstappen",63.84,1
"2018austria","rgrosjean",63.977,2.2
"2018austria","svettel",63.464,1
"2018austria","dricciardo",64.008,1.033
"2018austria","kmagnussen",64.212,3
"2018austria","csainz",64.685,2.889
"2018austria","rkubica",NA,0
"2018greatbritain","lhamilton",85.892,1
"2018greatbritain","eocon",87.987,2.578
"2018greatbritain","nhulkenberg",87.803,1.3
"2018greatbritain","sperez",87.897,1.9
"2018greatbritain","falonso",87.994,2
"2018greatbritain","pgasly",88.202,2
"2018greatbritain","mericsson",88.151,2
"2018greatbritain","csainz",88.206,0.611
"2018greatbritain","svandoorne",88.846,1
"2018greatbritain","ssirotkin",89.002,1
"2018greatbritain","lstroll",NA,0
"2018greatbritain","svettel",85.936,1
"2018greatbritain","bhartley",NA,0
"2018greatbritain","kraikkonen",85.99,1
"2018greatbritain","vbottas",86.217,1
"2018greatbritain","mverstappen",86.602,1
"2018greatbritain","dricciardo",87.109,1.056
"2018greatbritain","kmagnussen",87.564,2.733
"2018greatbritain","rgrosjean",87.447,2.011
"2018greatbritain","cleclerc",87.765,3
"2018germany","svettel",71.212,1
"2018germany","sperez",72.77,3
"2018germany","falonso",73.153,2
"2018germany","ssirotkin",73.223,2
"2018germany","mericsson",73.167,2
"2018germany","lhamilton",NA,0
"2018germany","eocon",73.139,0.889
"2018germany","bhartley",73.464,1
"2018germany","lstroll",73.625,1
"2018germany","svandoorne",73.82,1
"2018germany","dricciardo",NA,0
"2018germany","vbottas",71.416,1
"2018germany","pgasly",73.168,1
"2018germany","kraikkonen",71.547,1
"2018germany","mverstappen",71.822,1
"2018germany","kmagnussen",72.287,2.989
"2018germany","rgrosjean",72.478,1.6
"2018germany","nhulkenberg",72.65,2.711
"2018germany","csainz",72.695,3
"2018germany","cleclerc",72.608,3
"2018germany","agiovinazzi",NA,0
"2018germany","nlatifi",NA,0
"2018hungary","lhamilton",NA,0
"2018hungary","rgrosjean",NA,0
"2018hungary","falonso",NA,0
"2018hungary","dricciardo",NA,0
"2018hungary","nhulkenberg",NA,0
"2018hungary","mericsson",NA,0
"2018hungary","svandoorne",NA,0
"2018hungary","cleclerc",NA,0
"2018hungary","eocon",NA,0
"2018hungary","sperez",NA,0
"2018hungary","ssirotkin",NA,0
"2018hungary","vbottas",NA,0
"2018hungary","lstroll",NA,0
"2018hungary","kraikkonen",NA,0
"2018hungary","svettel",NA,0
"2018hungary","csainz",NA,0
"2018hungary","pgasly",NA,0
"2018hungary","mverstappen",NA,0
"2018hungary","bhartley",NA,0
"2018hungary","kmagnussen",NA,0
"2018hungary","agiovinazzi",NA,0
"2018belgium","lhamilton",NA,0
"2018belgium","pgasly",104.181,2
"2018belgium","bhartley",104.157,2
"2018belgium","cleclerc",104.006,2
"2018belgium","mericsson",104.222,2
"2018belgium","falonso",104.917,1
"2018belgium","ssirotkin",104.998,1
"2018belgium","lstroll",105.134,1
"2018belgium","vbottas",NA,0
"2018belgium","nhulkenberg",104.145,0.833
"2018belgium","csainz",104.489,1
"2018belgium","svettel",NA,0
"2018belgium","svandoorne",105.307,1
"2018belgium","eocon",103.778,1.8
"2018belgium","sperez",103.657,2
"2018belgium","rgrosjean",103.397,1.289
"2018belgium","kraikkonen",NA,0
"2018belgium","mverstappen",NA,0
"2018belgium","dricciardo",103.422,0.033
"2018belgium","kmagnussen",103.725,2
"2018belgium","lnorris",NA,0
"2018italy","kraikkonen",79.119,1
"2018italy","lstroll",81.406,3
"2018italy","kmagnussen",81.355,2
"2018italy","ssirotkin",81.401,2
"2018italy","falonso",81.838,2
"2018italy","sperez",81.482,1
"2018italy","cleclerc",81.483,1
"2018italy","bhartley",81.528,1
"2018italy","svandoorne",81.679,1
"2018italy","mericsson",81.642,1
"2018italy","dricciardo",NA,0
"2018italy","svettel",79.28,1
"2018italy","nhulkenberg",81.395,0.867
"2018italy","lhamilton",79.294,1
"2018italy","vbottas",79.656,1
"2018italy","mverstappen",80.615,1
"2018italy","rgrosjean",81.004,1.478
"2018italy","csainz",81.194,3
"2018italy","eocon",81.08,2.389
"2018italy","pgasly",81.37,3
"2018italy","lnorris",NA,0
"2018singapore","lhamilton",96.015,1
"2018singapore","nhulkenberg",98.441,2.811
"2018singapore","falonso",98.51,2
"2018singapore","csainz",98.588,2
"2018singapore","cleclerc",98.655,2
"2018singapore","mericsson",99.088,2
"2018singapore","pgasly",99.331,2
"2018singapore","kmagnussen",99.171,1
"2018singapore","bhartley",99.336,1
"2018singapore","svandoorne",99.391,1
"2018singapore","ssirotkin",100.79,1
"2018singapore","mverstappen",96.334,1
"2018singapore","lstroll",100.861,1
"2018singapore","svettel",96.628,1
"2018singapore","vbottas",96.702,1
"2018singapore","kraikkonen",96.794,1
"2018singapore","dricciardo",97.001,1.022
"2018singapore","sperez",98.166,3
"2018singapore","rgrosjean",98.257,2.111
"2018singapore","eocon",98.388,2.933
"2018russia","vbottas",91.387,1
"2018russia","mericsson",94.518,2
"2018russia","csainz",94.297,1
"2018russia","nhulkenberg",94.326,0.644
"2018russia","ssirotkin",95.283,1
"2018russia","lstroll",96.168,1
"2018russia","svandoorne",95.648,1
"2018russia","falonso",95.175,1
"2018russia","pgasly",94.054,1
"2018russia","dricciardo",NA,0
"2018russia","mverstappen",NA,0
"2018russia","lhamilton",91.532,1
"2018russia","bhartley",94.708,1
"2018russia","svettel",91.943,1
"2018russia","kraikkonen",92.237,1
"2018russia","kmagnussen",93.465,2
"2018russia","eocon",93.625,1.633
"2018russia","cleclerc",93.507,2
"2018russia","sperez",93.659,2
"2018russia","rgrosjean",93.702,1.222
"2018russia","agiovinazzi",NA,0
"2018russia","nlatifi",NA,0
"2018russia","lnorris",NA,0
"2018russia","amarkelov",NA,0
"2018japan","lhamilton",87.76,1
"2018japan","cleclerc",89.926,2
"2018japan","eocon",89.944,2.689
"2018japan","kmagnussen",90.364,2
"2018japan","csainz",90.504,2
"2018japan","lstroll",90.657,2
"2018japan","dricciardo",NA,0
"2018japan","nhulkenberg",90.447,0.922
"2018japan","ssirotkin",90.458,1
"2018japan","falonso",90.659,1
"2018japan","svandoorne",91.127,1
"2018japan","vbottas",88.059,1
"2018japan","mericsson",91.299,1
"2018japan","mverstappen",89.057,1
"2018japan","kraikkonen",89.521,1
"2018japan","rgrosjean",89.817,2.233
"2018japan","bhartley",90.134,3
"2018japan","pgasly",90.108,3
"2018japan","svettel",NA,0
"2018japan","sperez",90.048,2
"2018japan","lnorris",NA,0
"2018usa","lhamilton",92.237,1
"2018usa","sperez",94.502,3
"2018usa","csainz",94.326,2
"2018usa","kmagnussen",94.449,2
"2018usa","falonso",94.661,1
"2018usa","ssirotkin",94.729,1
"2018usa","lstroll",94.847,1
"2018usa","mericsson",94.903,1
"2018usa","svandoorne",95.102,1
"2018usa","mverstappen",NA,0
"2018usa","pgasly",94.217,1
"2018usa","kraikkonen",92.307,1
"2018usa","bhartley",94.573,1
"2018usa","vbottas",92.616,1
"2018usa","dricciardo",93.505,1.022
"2018usa","svettel",92.298,1
"2018usa","eocon",94.246,2.6
"2018usa","nhulkenberg",94.302,2.867
"2018usa","rgrosjean",94.25,2.267
"2018usa","cleclerc",94.312,2.989
"2018usa","sgelael",NA,0
"2018usa","lnorris",NA,0
"2018mexico","dricciardo",74.759,1
"2018mexico","mericsson",76.379,3
"2018mexico","eocon",76.237,1.722
"2018mexico","falonso",76.509,2
"2018mexico","sperez",76.349,2
"2018mexico","bhartley",76.578,2
"2018mexico","svandoorne",76.637,1
"2018mexico","kmagnussen",77.27,1
"2018mexico","lstroll",77.36,1
"2018mexico","rgrosjean",76.582,0.1
"2018mexico","ssirotkin",77.557,1
"2018mexico","mverstappen",74.785,1
"2018mexico","pgasly",76.499,1
"2018mexico","lhamilton",74.894,1
"2018mexico","svettel",74.97,1
"2018mexico","vbottas",75.16,1
"2018mexico","kraikkonen",75.33,1
"2018mexico","nhulkenberg",75.889,2.733
"2018mexico","csainz",76.125,3
"2018mexico","cleclerc",76.22,3
"2018mexico","agiovinazzi",NA,0
"2018mexico","nlatifi",NA,0
"2018mexico","lnorris",NA,0
"2018brazil","lhamilton",67.281,1
"2018brazil","kmagnussen",68.544,2
"2018brazil","dricciardo",67.799,1.067
"2018brazil","sperez",68.956,2
"2018brazil","nhulkenberg",68.89,1.589
"2018brazil","ssirotkin",69.797,2
"2018brazil","csainz",69.192,1
"2018brazil","bhartley",69.203,1
"2018brazil","falonso",69.325,1
"2018brazil","eocon",68.963,1.722
"2018brazil","lstroll",69.364,1
"2018brazil","svettel",67.374,1
"2018brazil","svandoorne",69.524,1
"2018brazil","vbottas",67.441,1
"2018brazil","kraikkonen",67.456,1
"2018brazil","mverstappen",67.784,1.022
"2018brazil","mericsson",68.528,3
"2018brazil","cleclerc",68.476,2.811
"2018brazil","rgrosjean",68.424,2.256
"2018brazil","pgasly",68.882,3
"2018brazil","agiovinazzi",NA,0
"2018brazil","nlatifi",NA,0
"2018brazil","lnorris",NA,0
"2018abudhabi","lhamilton",94.794,1
"2018abudhabi","nhulkenberg",96.448,2.456
"2018abudhabi","csainz",96.75,2
"2018abudhabi","mericsson",96.756,2
"2018abudhabi","kmagnussen",97.002,2
"2018abudhabi","sperez",96.779,2
"2018abudhabi","falonso",97.197,2
"2018abudhabi","bhartley",97.165,1
"2018abudhabi","pgasly",97.337,1
"2018abudhabi","svandoorne",97.748,1
"2018abudhabi","ssirotkin",97.806,1
"2018abudhabi","vbottas",94.956,1
"2018abudhabi","lstroll",97.853,1
"2018abudhabi","svettel",95.125,1
"2018abudhabi","kraikkonen",95.365,1
"2018abudhabi","dricciardo",95.506,1.1
"2018abudhabi","mverstappen",95.594,1.033
"2018abudhabi","rgrosjean",96.325,2.322
"2018abudhabi","cleclerc",96.229,2.767
"2018abudhabi","eocon",96.399,2.5
"2018abudhabi","rkubica",NA,0
"2018abudhabi","agiovinazzi",NA,0
